	geneNAME	S1	S28	S6
K17733	cwlK; peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	42.6765	0	6.87204
K17734	aprX; serine protease AprX [EC:3.4.21.-]	86.7007	0	0
K17735	lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]	5.83995	18.644	0
K17737	dhcR; LysR family transcriptional regulator, carnitine catabolism transcriptional activator	0	40.1881	0
K17755	codA; choline oxidase [EC:1.1.3.17]	0	13.6723	0
K17758	nnrD; ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]	447.43	551.033	549.763
K17759	NAXE, nnrE; NAD(P)H-hydrate epimerase [EC:5.1.99.6]	370.163	551.033	498.714
K17763	rsbR; rsbT co-antagonist protein RsbR	0	0	5.89032
K17810	asl; D-aspartate ligase [EC:6.3.1.12]	0	0	125.66
K17811	K17811; halimadienyl-diphosphate synthase [EC:5.5.1.16]	5.39072	0	0
K17828	pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	171.155	150.809	429.994
K17829	ccrA; crotonyl-CoA reductase [EC:1.3.1.86]	0	33.9735	0
K17836	penP; beta-lactamase class A [EC:3.5.2.6]	226.859	261.43	204.198
K17837	bla2, blm, ccrA, blaB; metallo-beta-lactamase class B [EC:3.5.2.6]	14.3753	0	4.41774
K17838	oxa; beta-lactamase class D [EC:3.5.2.6]	0	0	18.1618
K17840	aac2-I; aminoglycoside 2'-N-acetyltransferase I [EC:2.3.1.59]	0	0	136.459
K17850	ampR; LysR family transcriptional regulator, regulator of gene expression of beta-lactamase	109.611	0	0
K17865	croR; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	16.1722	0	0
K17869	nox2; NADH oxidase (H2O-forming) [EC:1.6.3.4]	0	0	154.13
K17882	aadD, knt; kanamycin nucleotidyltransferase [EC:2.7.7.-]	0	76.6475	0
K17883	mtr; mycothione reductase [EC:1.8.1.15]	0	108.964	0
K17884	E2.7.8.39; archaetidylinositol phosphate synthase [EC:2.7.8.39]	2.24613	0	0
K17898	oraE; D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]	96.5837	0	39.7597
K17899	oraS; D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]	22.9106	0	0
K17910	aphD; aminoglycoside 2''-phosphotransferase [EC:2.7.1.190]	9.88299	0	0
K17938	sbmA, bacA; peptide/bleomycin uptake transporter	0	53.4461	19.6344
K17947	wbiB; dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]	0	169.039	14.2349
K17948	nanM; N-acetylneuraminate epimerase [EC:5.1.3.24]	1.79691	0	90.8091
K17972	NAA20, NAT3; N-terminal acetyltransferase B complex catalytic subunit [EC:2.3.1.254]	0	0	54.9763
K17992	hndB; NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3]	74.5716	0	0
K18009	budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	13.926	8.28622	0
K18011	kamE; beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]	21.5629	0	23.5613
K18012	kdd; L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]	26.0551	0	41.7231
K18013	kce; 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]	176.995	0	54.4855
K18014	kal; 3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]	16.6214	0	25.5247
K18028	nicX; 2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9]	127.131	0	0
K18029	nicA; nicotinate dehydrogenase subunit A [EC:1.17.2.1]	58.8487	0	0
K18030	nicB; nicotinate dehydrogenase subunit B [EC:1.17.2.1]	113.205	0	0
K18067	pht4; phthalate 4,5-cis-dihydrodiol dehydrogenase [EC:1.3.1.64]	160.823	0	0
K18068	pht3; phthalate 4,5-dioxygenase [EC:1.14.12.7]	144.651	0	0
K18069	pht2; phthalate 4,5-dioxygenase reductase component [EC:1.18.1.-]	84.9038	0	0
K18070	pht1, ophD; MFS transporter, ACS family, phthalate transporter	1.79691	0	0
K18075	tphA3; terephthalate 1,2-dioxygenase oxygenase component beta subunit [EC:1.14.12.15]	0	7.45759	0
K18088	bphAd, bphA4, bphG; biphenyl 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]	161.272	0	0
K18089	todB, tcbAc; benzene/toluene/chlorobenzene dioxygenase ferredoxin component	24.2582	0	0
K18090	todA, tcbAd; benzene/toluene/chlorobenzene dioxygenase ferredoxin reductase component [EC:1.18.1.3 1.18.1.-]	161.272	0	0
K18092	etbD; 2-hydroxy-6-oxo-octa-2,4-dienoate hydrolase [EC:3.7.1.-]	6.7384	0	0
K18095	mexY, amrB; multidrug efflux pump	7.18763	0	0
K18104	abcA, bmrA; ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	4.94149	483.501	187.999
K18118	aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	252.915	181.054	118.788
K18119	sucD; succinate-semialdehyde dehydrogenase [EC:1.2.1.76]	6.28917	0	59.8849
K18120	4hbD, abfH; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	48.9657	0	108.48
K18122	cat2, abfT; 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]	54.8056	0	147.258
K18133	K18133, porB; major outer membrane protein P.IB	0	0	163.456
K18136	acrR; TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor	0	0	35.3419
K18137	adeN; TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon	0	12.8436	0
K18138	acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump	1420.9	313.219	748.071
K18139	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system	660.812	70.0185	166.402
K18140	envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor	7.63685	0	0
K18141	acrE; membrane fusion protein, multidrug efflux system	2.24613	0	0
K18142	acrF; multidrug efflux pump	10.3322	0	0
K18144	adeR; two-component system, OmpR family, response regulator AdeR	14.3753	22.3728	0
K18145	adeA; membrane fusion protein, multidrug efflux system	2.24613	0	0
K18146	adeB; multidrug efflux pump	0	5.38604	0
K18147	adeC; outer membrane protein, multidrug efflux system	0	0	9.8172
K18148	rtcB; release factor H-coupled RctB family protein	3.14459	0	10.3081
K18195	RGL4, rhiE; rhamnogalacturonan endolyase [EC:4.2.2.23]	8.98453	0	0
K18197	yesW; rhamnogalacturonan endolyase [EC:4.2.2.23]	66.0363	146.666	0
K18199	inhA; cyclohexyl-isocyanide hydratase [EC:4.2.1.103]	11.6799	0	0
K18205	hypBA1; non-reducing end beta-L-arabinofuranosidase [EC:3.2.1.185]	6.28917	0	0
K18206	hypBA2; beta-L-arabinobiosidase [EC:3.2.1.187]	0	5.80035	0
K18215	tetV; MFS transporter, DHA3 family, tetracycline resistance protein	0	53.8604	0
K18216	steA, tetA46; ATP-binding cassette, subfamily B, tetracycline resistant protein	0	188.926	426.557
K18217	steB, tetB46; ATP-binding cassette, subfamily B, tetracycline resistant protein	10.3322	206.741	480.061
K18220	tetM, tetO; ribosomal protection tetracycline resistance protein	26.0551	176.496	299.425
K18221	tetX; tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	0	0	3.92688
K18227	cmtAa; p-cumate 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]	2.24613	0	0
K18229	PAMO; phenylacetone monooxygenase [EC:1.14.13.92]	0	25.6873	0
K18230	tylC, oleB, carA, srmB; macrolide transport system ATP-binding/permease protein	0	139.208	12.7624
K18231	msr, vmlR; macrolide transport system ATP-binding/permease protein	200.355	166.553	448.646
K18232	oleC4; oleandomycin transport system ATP-binding protein	0	68.7756	0
K18233	oleC5; oleandomycin transport system permease protein	0	29.4161	0
K18234	vat; virginiamycin A acetyltransferase [EC:2.3.1.-]	88.4976	41.4311	82.4645
K18235	vgb; virginiamycin B lyase [EC:4.2.99.-]	97.4822	94.4629	0
K18236	lnuB_F, lin; lincosamide nucleotidyltransferase B/F	1.79691	0	0
K18242	nagG; salicylate 5-hydroxylase large subunit [EC:1.14.13.172]	198.558	0	0
K18243	nagH; salicylate 5-hydroxylase small subunit [EC:1.14.13.172]	29.1997	7.45759	0
K18244	mmgC; acyl-CoA dehydrogenase [EC:1.3.99.-]	0	55.5176	52.522
K18251	phtAa; phthalate 3,4-dioxygenase subunit alpha [EC:1.14.12.-]	65.1379	0	0
K18277	tmm; trimethylamine monooxygenase [EC:1.14.13.148]	0	0	8.34462
K18282	cynD; cyanide dihydratase [EC:3.5.5.-]	7.63685	0	0
K18284	K18284; adenosylhomocysteine/aminodeoxyfutalosine nucleosidase [EC:3.2.2.9 3.2.2.30]	0	0	1.96344
K18285	mqnE; aminodeoxyfutalosine synthase [EC:2.5.1.120]	0	0	23.0704
K18286	add; aminodeoxyfutalosine deaminase [EC:3.5.4.40]	0	20.3012	0
K18289	ict-P; itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]	136.116	0	0
K18290	ich-Y; itaconyl-CoA hydratase [EC:4.2.1.56]	70.5286	0	0
K18291	ich-P; itaconyl-CoA hydratase / mesaconyl-C4 CoA hydratase [EC:4.2.1.56 4.2.1.-]	119.944	0	0
K18292	E4.1.3.25; (S)-citramalyl-CoA lyase [EC:4.1.3.25]	116.35	0	6.87204
K18295	mexC; membrane fusion protein, multidrug efflux system	2.24613	0	0
K18296	mexD; multidrug efflux pump	51.2118	0	0
K18300	oprN; outer membrane protein, multidrug efflux system	75.9193	33.1449	0
K18301	mexL; TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor	0	27.3445	0
K18302	mexJ; membrane fusion protein, multidrug efflux system	0	41.0168	0
K18303	mexK; multidrug efflux pump	11.6799	71.6758	9.32634
K18304	lasR; LuxR family transcriptional regulator, quorum-sensing system regulator LasR	63.7902	0	0
K18306	mexH; membrane fusion protein, multidrug efflux system	178.343	0	0
K18307	mexI; multidrug efflux pump	89.3961	0	0
K18308	opmD; outer membrane protein, multidrug efflux system	58.8487	0	0
K18313	sct; succinyl-CoA---D-citramalate CoA-transferase [EC:2.8.3.20]	1.79691	0	0
K18320	IS15, IS26; transposase, IS6 family	7.63685	15.7438	10.7989
K18322	smeB; multidrug efflux pump	487.411	0	0
K18323	smeC; outer membrane protein, multidrug efflux system	94.3376	36.8737	9.8172
K18324	acrD; multidrug efflux pump	15.2737	0	0
K18326	mdtD; MFS transporter, DHA2 family, multidrug resistance protein	6.28917	29.4161	0
K18330	hndA; NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3]	97.0329	0	0
K18331	hndC; NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3]	513.466	0	22.5796
K18332	hndD; NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]	304.576	0	7.85376
K18333	E1.1.1.435; L-fucose dehydrogenase [EC:1.1.1.435]	0	0	8.83548
K18334	fucD; L-fuconate dehydratase [EC:4.2.1.68]	0	0	7.3629
K18335	E1.1.1.434; 2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]	43.1258	0	0
K18336	lra6; 2,4-didehydro-3-deoxy-L-rhamnonate hydrolase [EC:3.7.1.26]	38.1843	0	0
K18344	vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR	66.0363	13.2579	33.8694
K18345	vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	35.0397	0	1.96344
K18346	vanW; vancomycin resistance protein VanW	189.574	40.6025	39.7597
K18348	vanT; serine/alanine racemase [EC:5.1.1.18 5.1.1.1]	68.2824	0	7.85376
K18349	vanRC, vanRE, vanRG; two-component system, OmpR family, response regulator VanR	56.6026	0	6.38118
K18350	vanSC, vanSE, vanSG; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	61.9933	24.03	59.3941
K18351	vanSAc; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	0	32.7306	1.96344
K18352	vanRAc; two-component system, OmpR family, response regulator VanR	0	16.5724	0
K18353	vanJ; vancomycin resistance protein VanJ	0	48.0601	0
K18354	vanK; vancomycin resistance protein VanK	0	16.5724	0
K18360	padA; phenylacetyl-CoA:acceptor oxidoreductase accessory protein	77.267	0	0
K18365	bphI, xylK, nahM, tesG; 4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]	15.7229	0	0
K18369	adh2; alcohol dehydrogenase [EC:1.1.1.-]	82.2085	181.054	244.448
K18370	adh3; alcohol dehydrogenase [EC:1.1.1.-]	0	87.0053	0
K18383	ferB; feruloyl-CoA hydratase/lyase [EC:4.1.2.61]	1.79691	0	0
K18427	hpdB; 4-hydroxyphenylacetate decarboxylase large subunit [EC:4.1.1.83]	134.768	34.8021	21.107
K18428	hpdC; 4-hydroxyphenylacetate decarboxylase small subunit [EC:4.1.1.83]	5.39072	0	0
K18429	legG, neuC2; GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]	30.0982	42.674	180.146
K18430	legI, neuB2; N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]	28.7505	14.5009	230.704
K18431	legF, ptmB; CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82]	2.69536	0	21.5978
K18445	ndx1; diadenosine hexaphosphate hydrolase (ATP-forming) [EC:3.6.1.61]	0	0	39.7597
K18446	ygiF; triphosphatase [EC:3.6.1.25]	2.69536	124.708	88.3548
K18455	mca; mycothiol S-conjugate amidase [EC:3.5.1.115]	0	102.749	0
K18456	E3.5.4.32; 8-oxoguanine deaminase [EC:3.5.4.32]	2.24613	0	0
K18459	gpuA; guanidinopropionase [EC:3.5.3.17]	290.65	0	0
K18471	ydjG; methylglyoxal reductase [EC:1.1.1.-]	0	7.45759	21.5978
K18472	accD6; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	0	45.5742	0
K18474	fabM; trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:5.3.3.14]	0	90.3198	201.744
K18475	fliB; lysine-N-methylase [EC:2.1.1.-]	117.697	0	0
K18476	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein	0	0	90.3183
K18479	yihS; sulfoquinovose isomerase [EC:5.3.1.31]	9.43376	0	0
K18480	linN; cholesterol transport system auxiliary component	79.9623	0	16.1984
K18481	mas; Mce-associated membrane protein	0	149.152	0
K18491	ESX1; homeobox protein ESX1	0	0	25.0339
K18530	frvX; putative aminopeptidase FrvX [EC:3.4.11.-]	5.83995	0	0
K18534	K18534; MPBQ/MSBQ methyltransferase [EC:2.1.1.295]	0	19.0583	0
K18545	sprB; streptogrisin B [EC:3.4.21.81]	13.926	0	0
K18552	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein	0	0	13.2532
K18553	cmlR, cmx; MFS transporter, DHA1 family, chloramphenicol resistance protein	0	25.273	0
K18554	cpt; chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]	0	12.015	0
K18566	thnF, cmmF; N-acetyltransferase [EC:2.3.1.-]	0	7.87191	0
K18567	pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump	67.8332	43.0883	0
K18568	thnR; CoA pyrophosphatase [EC:3.6.1.-]	0	31.4876	1.96344
K18574	ptpA; Xaa-Xaa-Pro tripeptidyl-peptidase [EC:3.4.14.12]	13.0276	0	133.514
K18581	ugl; unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]	98.8299	151.223	193.399
K18590	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	0	29.0018	4.41774
K18614	K18614; 2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29]	8.53531	0	0
K18640	parM, stbA; plasmid segregation protein ParM	74.5716	15.7438	3.92688
K18650	pehX; exo-poly-alpha-galacturonosidase [EC:3.2.1.82]	4.04304	0	0
K18652	ntdC; glucose-6-phosphate 3-dehydrogenase [EC:1.1.1.361]	0	0	24.543
K18653	ntdA; 3-dehydro-glucose-6-phosphate---glutamate transaminase [EC:2.6.1.104]	1.79691	0	0
K18654	ntdB; kanosamine-6-phosphate phosphatase [EC:3.1.3.92]	0	192.24	56.4489
K18660	ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]	0	6.62897	0
K18661	matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]	317.154	0	0
K18665	NUDT8; nudix motif 8 [EC:3.6.1.-]	0	0	2.4543
K18672	dacA; diadenylate cyclase [EC:2.7.7.85]	102.873	330.62	382.871
K18675	chbP; N,N'-diacetylchitobiose phosphorylase [EC:2.4.1.280]	10.7814	0	0
K18682	rny; ribonucrease Y [EC:3.1.-.-]	358.034	608.623	543.382
K18687	fadD3; HIP---CoA ligase [EC:6.2.1.41]	8.08608	82.4478	0
K18688	fadD19; 3-oxocholest-4-en-26-oate---CoA ligase [EC:6.2.1.42]	0	76.6475	0
K18691	mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	78.1654	49.7173	304.333
K18692	cshB; ATP-dependent RNA helicase CshB [EC:3.6.4.13]	1.79691	482.672	398.578
K18697	pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]	45.3719	0	0
K18700	flK; fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	36.8366	0	0
K18701	arsC; arsenate-mycothiol transferase [EC:2.8.4.2]	0	26.1016	0
K18702	uctC; CoA:oxalate CoA-transferase [EC:2.8.3.19]	71.427	20.7155	0
K18703	SUGCT; succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13]	6.28917	0	0
K18704	tarL; CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]	4.04304	475.629	0
K18707	mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	221.469	284.632	87.3731
K18752	TNPO1, IPO2, KPNB2; transportin-1	0	0	10.7989
K18766	blaZ; beta-lactamase class A BlaZ [EC:3.5.2.6]	0	171.525	0
K18770	pbpD; penicillin-binding protein 4 [EC:2.4.1.129 3.4.16.4]	1.79691	0	0
K18775	lf2; levanbiose-producing levanase [EC:3.2.1.64]	0	0	7.85376
K18778	zapD; cell division protein ZapD	176.995	0	0
K18783	E2.4.1.279; nigerose phosphorylase [EC:2.4.1.279]	16.1722	0	0
K18784	E2.4.1.282; 3-O-alpha-D-glucosyl-L-rhamnose phosphorylase [EC:2.4.1.282]	15.2737	0	0
K18785	mp2; beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]	103.322	14.5009	0
K18793	blaOXA-23; beta-lactamase class D OXA-23 [EC:3.5.2.6]	0	0	10.7989
K18794	blaOXA-51; beta-lactamase class D OXA-51 [EC:3.5.2.6]	0	0	10.7989
K18800	ubiI; 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]	1.79691	76.2332	131.551
K18814	ictB; putative inorganic carbon (hco3(-)) transporter	63.7902	0	4.9086
K18815	aac6-I; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	13.4768	26.5159	121.733
K18816	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	1.79691	0	0
K18817	hph; hygromycin-B 4-O-kinase [EC:2.7.1.163]	6.28917	0	0
K18821	lipL; lipoyl amidotransferase [EC:2.3.1.200]	0	303.275	256.72
K18827	wbdD; O-antigen chain-terminating bifunctional methyltransferase/kinase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	44.4734	0	0
K18828	mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]	0	0	13.2532
K18829	mvpT, vapB; antitoxin VapB	2.24613	0	13.2532
K18830	pezA; HTH-type transcriptional regulator / antitoxin PezA	0	17.4011	147.749
K18831	higA; HTH-type transcriptional regulator / antitoxin HigA	86.7007	108.135	0
K18841	chpB, chpBK; mRNA interferase ChpB [EC:3.1.-.-]	0	0	40.7414
K18842	chpS, chpBI; antitoxin ChpS	0	0	18.6527
K18843	hicB; antitoxin HicB	39.5319	0	0
K18846	npmA; 16S rRNA (adenine(1408)-N(1))-methyltransferase [EC:2.1.1.180]	11.2307	0	0
K18850	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	167.562	36.045	193.89
K18856	vanC, vanE, vanG; D-alanine---D-serine ligase [EC:6.3.2.35]	26.5044	0	10.7989
K18862	ldrA_B_C_D; small toxic polypeptide LdrA/B/C/D	17.0706	0	0
K18866	vanXY; zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]	20.2152	0	13.7441
K18887	efrA, efrE; ATP-binding cassette, subfamily B, multidrug efflux pump	64.6886	118.907	354.892
K18888	efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump	35.9381	184.783	301.388
K18889	mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump	51.6611	384.48	660.207
K18890	mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump	84.9038	469.828	782.431
K18891	patA, rscA, lmrC, satA; ATP-binding cassette, subfamily B, multidrug efflux pump	0	178.154	206.161
K18892	patB, rscB, lmrC, satB; ATP-binding cassette, subfamily B, multidrug efflux pump	0	202.598	205.67
K18893	vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump	3.59381	149.981	303.842
K18900	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	154.983	0	0
K18901	bpeE; membrane fusion protein, multidrug efflux system	148.245	0	0
K18902	bpeF; multidrug efflux pump	291.099	0	0
K18903	oprC, opcM; outer membrane protein, multidrug efflux system	155.882	0	0
K18906	mgrA; MarR family transcriptional regulator, multiple gene regulator MgrA	0	384.895	6.38118
K18907	norG; GntR family transcriptional regulator, regulator for abcA and norABC	48.0672	130.094	0
K18908	mepA; multidrug efflux pump	0	183.954	7.3629
K18909	mepR; MarR family transcriptional regulator, repressor for mepA	12.1291	212.956	0
K18910	dpe, lre; D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]	23.809	0	5.39946
K18911	egtD; L-histidine Nalpha-methyltransferase [EC:2.1.1.44]	0	28.1731	0
K18912	egtB; gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]	0	36.8737	0
K18916	ptxD; phosphonate dehydrogenase [EC:1.20.1.1]	0	54.2747	0
K18917	mrx1; mycoredoxin [EC:1.20.4.3]	0	24.4443	0
K18919	hokC_D; protein HokC/D	4.49227	0	0
K18920	hokA; protein HokA	4.49227	0	0
K18921	hokB; protein HokB	10.3322	0	0
K18922	hokE; protein HokE	7.18763	0	0
K18923	stbD; antitoxin StbD	0	23.2014	119.279
K18924	ykkC; paired small multidrug resistance pump	0	27.7588	5.39946
K18925	ykkD; paired small multidrug resistance pump	0	61.318	13.2532
K18926	lmrB; MFS transporter, DHA2 family, lincomycin resistance protein	78.1654	170.696	51.5403
K18928	lldE; L-lactate dehydrogenase complex protein LldE	38.6335	104.821	216.96
K18929	lldF; L-lactate dehydrogenase complex protein LldF	74.1224	159.51	363.727
K18930	dld; D-lactate dehydrogenase	136.565	204.255	56.9398
K18933	mfnA, adc; tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]	0	31.9019	0
K18934	lmrS; MFS transporter, DHA2 family, multidrug resistance protein	0	464.857	0
K18935	sdrM; MFS transporter, DHA2 family, multidrug resistance protein	10.7814	325.234	9.32634
