Feature ID	Taxon
seq11030	Bacteria; Proteobacteria; Gammaproteobacteria; R7C24; none; none; none
seq11031	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Blautia; none
seq11032	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq11033	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Neisseria; none
seq11034	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq11035	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; JG30-KF-AS9; none; none
seq11036	Bacteria; Firmicutes; Bacilli; Aneurinibacillales; Aneurinibacillaceae; Aneurinibacillus; none
seq11037	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; none; none
seq11038	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; none
seq11039	Bacteria; none; none; none; none; none; none
seq11040	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq11041	Bacteria; Patescibacteria; Gracilibacteria; JGI 0000069-P22; none; none; none
seq11042	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; none
seq11043	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq11044	Bacteria; Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10; none
seq11045	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Ruminococcus] gauvreauii group; none
seq11046	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq11047	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; none; none
seq11048	Bacteria; Armatimonadota; Fimbriimonadia; Fimbriimonadales; none; none; none
seq11049	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SC-I-84; none; none
seq11050	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; none; none
seq11051	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq11052	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexaceae; Chloronema; none
seq11053	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Aliicoccus; none
seq11054	Bacteria; none; none; none; none; none; none
seq11055	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; none
seq11056	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Faecalibacterium; none
seq11057	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq11058	Bacteria; Chloroflexi; Gitt-GS-136; none; none; none; none
seq11059	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq11060	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Eubacterium] oxidoreducens group; none
seq11061	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Marinobacteraceae; Marinobacter; none
seq11062	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; none; none
seq11063	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; none; none
seq11064	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq11065	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Demequinaceae; Demequina; none
seq11066	Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillaceae; Azospirillum; none
seq11067	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospirillaceae; Telmatospirillum; none
seq11068	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Nostocaceae; Scytonema UTEX 2349; none
seq11069	Bacteria; none; none; none; none; none; none
seq11070	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq11071	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; Rubinisphaeraceae; SH-PL14; none
seq11072	Bacteria; Myxococcota; Polyangia; Polyangiales; BIrii41; none; none
seq11073	none; none; none; none; none; none; none
seq11074	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq11075	Bacteria; Proteobacteria; Gammaproteobacteria; R7C24; none; none; none
seq11076	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Microscillaceae; none; none
seq11077	none; none; none; none; none; none; none
seq11078	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq11079	Bacteria; none; none; none; none; none; none
seq11080	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae ND3007 group; none
seq11081	Bacteria; Firmicutes; none; none; none; none; none
seq11082	none; none; none; none; none; none; none
seq11083	Bacteria; Cyanobacteria; Cyanobacteriia; Leptolyngbyales; Leptolyngbyaceae; Oscillatoria SAG 1459-8; none
seq11084	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq11085	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; none
seq11086	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Candidatus Alysiosphaera; none
seq11087	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidales RF16 group; none; none
seq11088	none; none; none; none; none; none; none
seq11089	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Bythopirellula; none
seq11090	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Williamsia; none
seq11091	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; none; none
seq11092	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae NK4A136 group; none
seq11093	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq11094	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq11095	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; none; none
seq11096	Bacteria; none; none; none; none; none; none
seq11097	Bacteria; Proteobacteria; none; none; none; none; none
seq11098	Bacteria; Patescibacteria; Parcubacteria; none; none; none; none
seq11099	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq11100	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq11101	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq11102	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; denitrificans
seq11103	Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; Rickettsiella; agriotidis
seq11104	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq11105	Bacteria; Acidobacteriota; Blastocatellia; 11-24; none; none; none
seq11106	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq11107	Bacteria; Actinobacteriota; MB-A2-108; none; none; none; none
seq11108	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelotrichaceae; none; none
seq11109	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Pirellula; none
seq11110	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; UCG-002; none
seq11111	Bacteria; Actinobacteriota; Thermoleophilia; none; none; none; none
seq11112	Bacteria; Abditibacteriota; Abditibacteria; Abditibacteriales; Abditibacteriaceae; Abditibacterium; none
seq11113	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Helcococcus; none
seq11114	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq11115	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq11116	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; none; none
seq11117	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq11118	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Microtrichaceae; none; none
seq11119	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; none
seq11120	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq11121	Bacteria; Proteobacteria; Gammaproteobacteria; R7C24; none; none; none
seq11122	none; none; none; none; none; none; none
seq11123	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; AKYH767; none; none
seq11124	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq11125	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; Arsenicicoccus; none
seq11126	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq11127	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq11128	Bacteria; none; none; none; none; none; none
seq11129	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter; none
seq11130	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq11131	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Amoebophilaceae; Candidatus Cardinium; none
seq11132	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum; none
seq11133	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Fimbriiglobus; none
seq11134	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; none; none
seq11135	Bacteria; Firmicutes; Clostridia; Lachnospirales; Defluviitaleaceae; Defluviitaleaceae UCG-011; none
seq11136	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Solitalea; none
seq11137	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; none; none; none
seq11138	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq11139	Bacteria; Firmicutes; Bacilli; Alicyclobacillales; Alicyclobacillaceae; Tumebacillus; ginsengisoli
seq11140	Bacteria; none; none; none; none; none; none
seq11141	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Beutenbergiaceae; Beutenbergia; none
seq11142	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; none; none
seq11143	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelotrichaceae; ZOR0006; none
seq11144	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq11145	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Paludisphaera; none
seq11146	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Pirellula; none
seq11147	Bacteria; Chloroflexi; TK10; none; none; none; none
seq11148	Bacteria; none; none; none; none; none; none
seq11149	Bacteria; none; none; none; none; none; none
seq11150	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; none; none
seq11151	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; none; none
seq11152	none; none; none; none; none; none; none
seq11153	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq11154	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; none; none
seq11155	none; none; none; none; none; none; none
seq11156	none; none; none; none; none; none; none
seq11157	none; none; none; none; none; none; none
seq11158	Bacteria; none; none; none; none; none; none
seq11159	none; none; none; none; none; none; none
seq11160	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; none; none
seq11161	none; none; none; none; none; none; none
seq11162	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq11163	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq11164	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; none
seq11165	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Anaerostipes; none
seq11166	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq11167	Bacteria; none; none; none; none; none; none
seq11168	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq11169	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq11170	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq11171	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq11172	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq11173	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Alysiella; none
seq11174	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq11175	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq11176	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Gaiella; none
seq11177	Bacteria; Patescibacteria; Gracilibacteria; Absconditabacteriales (SR1); none; none; none
seq11178	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Johnsonella; none
seq11179	Bacteria; Firmicutes; none; none; none; none; none
seq11180	Bacteria; Actinobacteriota; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; none
seq11181	Bacteria; Chloroflexi; KD4-96; none; none; none; none
seq11182	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq11183	Bacteria; none; none; none; none; none; none
seq11184	Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; none; none
seq11185	Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; Deinococcus; none
seq11186	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq11187	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; none
seq11188	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq11189	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq11190	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Conservatibacter; none
seq11191	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq11192	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; none; none; none
seq11193	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq11194	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq11195	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq11196	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq11197	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq11198	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq11199	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; none; none
seq11200	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; NS11-12 marine group; none; none
seq11201	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq11202	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq11203	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq11204	Bacteria; Firmicutes; Bacilli; Staphylococcales; Gemellaceae; Gemella; none
seq11205	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq11206	Bacteria; Abditibacteriota; Abditibacteria; Abditibacteriales; Abditibacteriaceae; Abditibacterium; none
seq11207	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; none; none
seq11208	Bacteria; Firmicutes; none; none; none; none; none
seq11209	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Telluria; none
seq11210	Bacteria; none; none; none; none; none; none
seq11211	Bacteria; Bacteroidota; Bacteroidia; none; none; none; none
seq11212	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Sneathia; none
seq11213	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Conservatibacter; none
seq11214	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Cellulomonadaceae; Cellulomonas; cellasea/chitinilytica/composti/timonensis
seq11215	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq11216	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq11217	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; none; none
seq11218	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Dyadobacter; none
seq11219	Bacteria; Proteobacteria; none; none; none; none; none
seq11220	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; none
seq11221	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dokdonella; none
seq11222	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Amaricoccus; none
seq11223	Bacteria; Firmicutes; none; none; none; none; none
seq11224	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq11225	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Xanthobacter; none
seq11226	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq11227	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq11228	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq11229	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; W5053; none
seq11230	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; none; none
seq11231	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; coprocola
seq11232	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; none; none
